CFF_reference,Critical_appraisal_keep,Critical_appraisal,Class,Spname_common,Spname_raw,Species_phylo,Spname_accepted,habitat,forage_light_level,mode_of_life,mode-of_life_ref,body_mass_us,body_mass_ref,Method_raw,Method,CFF_value_type,CFF,CFF_max_from_Lafitte_2022,Comments_from_Lafitte_2022,,
"Pinilla, I; Lund, RD; Sauve, Y 2005 Cone function studied with flicker electroretinogram during progressive retinal degeneration in RCS rats Cone function studied with flicker electroretinogram during progressive retinal degeneration in RCS rats Pinilla, I; Lund, RD; Sauve, Y",y,M,Mammalia,RCS (Royal College of Surgeon) Brown rat,Rattus norvegicus,Rattus_norvegicus,"Rattus norvegicusÊBerkenhout, 1769",terrestrial,low,forage,Handbook_Mammals_of_the_world,280,amniote,ERG,Electrophysiology,mean,47,49.5,mean; diagram reading for non dystrophic rats,,
"Pinilla, I; Lund, RD; Sauve, Y 2005 Enhanced cone dysfunction in rats homozygous for the P23H rhodopsin mutation Enhanced cone dysfunction in rats homozygous for the P23H rhodopsin mutation Pinilla, I; Lund, RD; Sauve, Y",y,M,Mammalia,Brown rat,Rattus norvegicus,Rattus_norvegicus,"Rattus norvegicusÊBerkenhout, 1769",terrestrial,low,forage,Handbook_Mammals_of_the_world,280,amniote,ERG,Electrophysiology,mean,43,50,mean at 30 days ; 37 ± 5 Hz at 150 ; not value of neurodegenerative rats (27 Hz),,
"Rubin, Glen R.; Kraft, Timothy W. 2007 Flicker assessment of rod and cone function in a model of retinal degeneration Flicker assessment of rod and cone function in a model of retinal degeneration Rubin, Glen R.; Kraft, Timothy W.",y,M,Mammalia,Long Evans Brown rat,Rattus norvegicus,Rattus_norvegicus,"Rattus norvegicusÊBerkenhout, 1769",terrestrial,low,forage,Handbook_Mammals_of_the_world,280,amniote,ERG,Electrophysiology,mean,51,55.7,"photopic CFF at age 23 days for wild-type rat 49,3 ± 3,8 Hz at age 64d ; scotopic: 32,7 ± 1,6 Hz and 35,1 ± 2,5 at age 64d",,
"Wells, EF; Bernstein, GM; Scott, BW; Bennett, PJ; Mendelson, JR 2001 Critical flicker frequency responses in visual cortex Critical flicker frequency responses in visual cortex Wells, EF; Bernstein, GM; Scott, BW; Bennett, PJ; Mendelson, JR",y,M,Mammalia,Brown rat,Rattus norvegicus,Rattus_norvegicus,"Rattus norvegicusÊBerkenhout, 1769",terrestrial,low,forage,Handbook_Mammals_of_the_world,280,amniote,ERG,Electrophysiology,mean,21.6,35,mean value ; range of 10-35 Hz,,
"Williams, R. A.; Pollitz, C. H.; Smith, J. C.; Williams, T. P. 1985 Flicker detection in the albino rat following light-induced retinal damage Flicker detection in the albino rat following light-induced retinal damage Williams, R. A.; Pollitz, C. H.; Smith, J. C.; Williams, T. P.",y,M,Mammalia,Sprague Dawley strain of Albino Brown rat,Rattus norvegicus,Rattus_norvegicus,"Rattus norvegicusÊBerkenhout, 1769",terrestrial,low,forage,Handbook_Mammals_of_the_world,280,amniote,Behavioural,Behavioural,mean,39,39,at intermediary light intensity tested of 2 Foot Lambert ; mean for both rats,,
"Horsten, G. P. M., & E, W. J. (1962). Comparison of critical fusion frequency in diurnal and nocturnal retina of vertebrates. Archives Internationales de Physiologie El de Biochimie, 70(5), 660–670.",y,,Mammalia,Eurasian red squirrel,Sciurus vulgaris,Sciurus_vulgaris,,terrestrial,high,forage,"Moller, H. (1983). Foods and foraging behaviour of Red (Sciurus vulgaris) and Grey (Sciurus carolinensis) squirrels. Mammal Review, 13(2–4), 81–98. https://doi.org/10.1111/j.1365-2907.1983.tb00270.x",328.9,amniote,ERG,Electrophysiology,,103,,,,
"CROGNALE, MA; JACOBS, GH 1991 BEHAVIORAL AND ELECTROPHYSIOLOGICAL SENSITIVITY TO TEMPORALLY MODULATED VISUAL-STIMULI IN THE GROUND-SQUIRREL BEHAVIORAL AND ELECTROPHYSIOLOGICAL SENSITIVITY TO TEMPORALLY MODULATED VISUAL-STIMULI IN THE GROUND-SQUIRREL CROGNALE, MA; JACOBS, GH",y,E,Mammalia,Californian ground squirrel,Spermophilus beecheyi,Spermophilus_beecheyi,"Otospermophilus beecheyiÊRichardson, 1830",terrestrial,high,forage,Handbook_of_mammals_of_the_world,599.6,amniote,ERG,Electrophysiology,minimum,50,50,diagram reading; still responses at 50 Hz (maximum tested),,
"CROGNALE, MA; JACOBS, GH 1991 BEHAVIORAL AND ELECTROPHYSIOLOGICAL SENSITIVITY TO TEMPORALLY MODULATED VISUAL-STIMULI IN THE GROUND-SQUIRREL BEHAVIORAL AND ELECTROPHYSIOLOGICAL SENSITIVITY TO TEMPORALLY MODULATED VISUAL-STIMULI IN THE GROUND-SQUIRREL CROGNALE, MA; JACOBS, GH",y,M,Mammalia,Californian ground squirrel,Spermophilus beecheyi,Spermophilus_beecheyi,"Otospermophilus beecheyiÊRichardson, 1829",terrestrial,high,forage,Handbook_of_mammals_of_the_world,599.6,amniote,Behavioural,Behavioural,minimum,50,50,diagram reading; still responses at 50 Hz (maximum tested),,
"Ferrez, PW; Chamot, SR; Petrig, BL; Pournaras, CJ; Riva, CR 2004 Effect of visual stimulation on blood oxygenation in the optic nerve head of miniature pigs: A pilot study Effect of visual stimulation on blood oxygenation in the optic nerve head of miniature pigs: A pilot study Ferrez, PW; Chamot, SR; Petrig, BL; Pournaras, CJ; Riva, CR",n,H,Mammalia,Wild boar,Sus domesticus,Sus_scrofa,"Sus scrofaÊLinnaeus, 1758",terrestrial,high,forage,Handbook_of_mammals_of_the_world,135000,amniote,Physiological,Electrophysiology,minimum,50,50,pO2 levels still significant at 50 Hz but maximum at 15 Hz (not significant at 80 Hz),,
"Tansley, K., Copenhaver, R. and Gunkel, R., 1961. Some aspects of the electroretinographic response of the American red squirrel,Tamiosciurus hudsonicus loquax. Journal of Cellular and Comparative Physiology, 57(1), pp.11-19.",y,Not_appraised,Mammalia,American red squirrel,Tamiasciurus hudsonicus,Tamiasciurus_hudsonicus,,terrestrial,high,forage,Handbook_Mammals_of_the_world,213,Animal Diversity Web,ERG,Electrophysiology,,65,65,,,
"Signal, T.D., Temple, W. and Foster, T.M., 2001. Visual discrimination in the brushtail possum (Trichosurus vulpecula). Australian Journal of Psychology, 53(3), pp.152-154.",y,Not_appraised,Mammalia,Common brushtail possum,Trichosurus vulpecula,Trichosurus_vulpecula,,terrestrial,low,forage,Handbook_Mammals_of_the_world,2850,Animal Diversity Web,Behavioural,Behavioural,,22.4,22.4,,,
"Callahan, TL; Petry, HM 2000 Psychophysical measurement of temporal modulation sensitivity in the tree shrew (Tupaia belangeri) Psychophysical measurement of temporal modulation sensitivity in the tree shrew (Tupaia belangeri) Callahan, TL; Petry, HM",y,M,Mammalia,Northern treeshrew,Tupaia belangeri,Tupaia_belangeri,"Tupaia belangeriÊWagner, 1841",terrestrial,high,forage,"Collins, P.M. and Tsang, W.N., 1987. Growth and reproductive development in the male tree shrew (Tupaia belangeri) from birth to sexual maturity. Biology of Reproduction, 37(2), pp.261-267.",270,"Collins, P.M. and Tsang, W.N., 1987. Growth and reproductive development in the male tree shrew (Tupaia belangeri) from birth to sexual maturity. Biology of Reproduction, 37(2), pp.261-267.",Behavioural,Behavioural,minimum,50,50,high frequency cut-off beyond 50 Hz ; 80-100 Hz for ERG in other studies from the 60's,,
"Tigges, J., Brooks, B. and Klee, M., 1967. ERG recordings of a primate pure cone retina (Tupaia glis). Vision Research, 7(7-8), pp.553-563.",y,Not_appraised,Mammalia,Common treeshrew,Tupaia glis,Tupaia_glis,,terrestrial,high,forage,Handbook_Mammals_of_the_world,142,Animal Diversity Web,Behavioural,Behavioural,,90,90,,,
"Bok, Michael J.; Nilsson, Dan-Eric; Garm, Anders 2019 Photoresponses in the radiolar eyes of the fan worm Acromegalomma vesiculosum Photoresponses in the radiolar eyes of the fan worm Acromegalomma vesiculosum Bok, Michael J.; Nilsson, Dan-Eric; Garm, Anders",y,M,Polychaeta,fan_worm,Acromegalomma vesiculosum,Branchiomma_vesiculosum,"Acromegalomma vesiculosumÊMontagu, 1813",demersal,high,forage,"Deposite feeding from Bok, Michael J.; Nilsson, Dan-Eric; Garm, Anders 2019 Photoresponses in the radiolar eyes of the fan worm Acromegalomma vesiculosum Photoresponses in the radiolar eyes of the fan worm Acromegalomma vesiculosum Bok, Michael J.; Nilsson, Dan-Eric; Garm, Anders",0.5,"based_on_converting_vlume_calculated_from_image_in_Bok_et_al_2019_assumeing_a_cylinder_of_44mmLength_2mm_wide_and_using_volume_mass_allometry_for_annalides_from_Hidalgo, M.M.O., Bolaños, E.I. and San Nicolás, C.B., 2017. Biomass assessment in annelids: A photogrammetric method suitable for hatchlings and adults developed for Eisenia andrei. Spanish Journal of Soil Science: SJSS, 7(1), pp.1-16.",ERG,Electrophysiology,range,32.5,35,"for radiolar eyes : range for 14 eyes ; averaged Fourier transform power curves, which cross a 5 % threshold at around 32 Hz; ""shallow"" waters",,
"Bok, M.J., Macali, A. and Garm, A., 2024. High-resolution vision in pelagic polychaetes. Current Biology, 34(7), pp.R269-R270.",y,Not_appraised,Polychaeta,"Garm, A., 2024. High-Resolution Vision In Pelagic Polychaetes. Current Biology, 34(7), Pp.R269-R270.nn vision vision in pe",Naiades cantrainii,Naiades_cantrainii,,pelagic,low,forage,"feeds on salps as descrbed in art’n, G.S., çlvarez-Campos, P., Kondo, Y.,Nœ–ez, J., Fern‡ndez-çlamo, M.A., Pleijel, F., Goetz, F.E., Nygren, A., and Osborn, K. (2020). New symbiotic association in marine annelids: ectoparasites of comb jellies. Zool. J. Linn. Soc. Lond. 191, 672Ð694.",1.3,"based_on_converting_vlume_calculated_from_image_in_Bok_et_al_2024_assumeing_a_cylinder_of_84mmLength_2.25mm_wide_and_using_volume_mass_allometry_for_annalides_from_Hidalgo, M.M.O., Bolaños, E.I. and San Nicolás, C.B., 2017. Biomass assessment in annelids: A photogrammetric method suitable for hatchlings and adults developed for Eisenia andrei. Spanish Journal of Soil Science: SJSS, 7(1), pp.1-16.",ERG,Electrophysiology,,10,10,,,
"Bok, M.J., Macali, A. and Garm, A., 2024. High-resolution vision in pelagic polychaetes. Current Biology, 34(7), pp.R269-R270.",y,Not_appraised,Polychaeta,"Garm, A., 2024. High-Resolution Vision In Pelagic Polychaetes. Current Biology, 34(7), Pp.R269-R270.nn vision vision in pe",Torrea candida,Torrea_candida,,pelagic,low,forage,"feeds on salps as descrbed in art’n, G.S., çlvarez-Campos, P., Kondo, Y.,Nœ–ez, J., Fern‡ndez-çlamo, M.A., Pleijel, F., Goetz, F.E., Nygren, A., and Osborn, K. (2020). New symbiotic association in marine annelids: ectoparasites of comb jellies. Zool. J. Linn. Soc. Lond. 191, 672Ð694.",1,"based_on_converting_vlume_calculated_from_image_in_Bok_et_al_2024_assumeing_a_cylinder_of_91mmLength_1.9mm_wide_and_using_volume_mass_allometry_for_annalides_from_Hidalgo, M.M.O., Bolaños, E.I. and San Nicolás, C.B., 2017. Biomass assessment in annelids: A photogrammetric method suitable for hatchlings and adults developed for Eisenia andrei. Spanish Journal of Soil Science: SJSS, 7(1), pp.1-16.",ERG,Electrophysiology,,15,15,,,
"Bok, M.J., Macali, A. and Garm, A., 2024. High-resolution vision in pelagic polychaetes. Current Biology, 34(7), pp.R269-R270.",y,Not_appraised,Polychaeta,"Garm, A., 2024. High-Resolution Vision In Pelagic Polychaetes. Current Biology, 34(7), Pp.R269-R270.nn vision vision in pe",Vanadis formosa,Vanadis_formosa,Vanadis cf. formosa,pelagic,low,forage,"feeds on salps as descrbed in art’n, G.S., çlvarez-Campos, P., Kondo, Y.,Nœ–ez, J., Fern‡ndez-çlamo, M.A., Pleijel, F., Goetz, F.E., Nygren, A., and Osborn, K. (2020). New symbiotic association in marine annelids: ectoparasites of comb jellies. Zool. J. Linn. Soc. Lond. 191, 672Ð694.",1.7,"based_on_converting_vlume_calculated_from_image_in_Bok_et_al_2024_assumeing_a_cylinder_of_63mmLength_3mm_wide_and_using_volume_mass_allometry_for_annalides_from_Hidalgo, M.M.O., Bolaños, E.I. and San Nicolás, C.B., 2017. Biomass assessment in annelids: A photogrammetric method suitable for hatchlings and adults developed for Eisenia andrei. Spanish Journal of Soil Science: SJSS, 7(1), pp.1-16.",ERG,Electrophysiology,,10,10,,,
"Garm, A., Simonsen, S. H., Mendoza-González, P., & Worsaae, K. (2021). Have the eyes of bioluminescent scale worms adapted to see their own light? A comparative study of eyes and vision in Harmothoe imbricata and Lepidonotus squamatus. Journal of Experimental Biology, 224(14). https://doi.org/10.1242/jeb.242501",y,,Polychaeta,Scale worm,Harmothoe imbricata,Harmothoe_imbricata,,demersal,low,forage,"Plyuscheva, Maria, Daniel Martin, and Temir Britayev. 2010. “Diet Analyses of the Scale-Worms Lepidonotus Squamatus and Harmothoe Imbricata (Polychaeta, Polynoidae) in the White Sea.” Marine Biology Research 6(3): 271–81.",0.2,"Daly, J M. 1973. “Segmentation, Autotomy and Regeneration of Lost Posterior Segments in Harmothoe Imbricata ( L .) (Polychaeta: Polynoidae).” Mauri Ora 1: 17–28.",ERG,Electrophysiology,,5,,,,
"Garm, A., Simonsen, S. H., Mendoza-González, P., & Worsaae, K. (2021). Have the eyes of bioluminescent scale worms adapted to see their own light? A comparative study of eyes and vision in Harmothoe imbricata and Lepidonotus squamatus. Journal of Experimental Biology, 224(14). https://doi.org/10.1242/jeb.242501",y,,Polychaeta,Scale worm,Lepidonotus squamatus,Lepidonotus_squamatus,,demersal,low,forage,"Plyuscheva, Maria, Daniel Martin, and Temir Britayev. 2010. “Diet Analyses of the Scale-Worms Lepidonotus Squamatus and Harmothoe Imbricata (Polychaeta, Polynoidae) in the White Sea.” Marine Biology Research 6(3): 271–81.",0.49,"Heisterkamp, Ines Maria, Andreas Schramm, Dirk De Beer, and Peter Stief. 2010. “Nitrous Oxide Production Associated with Coastal Marine Invertebrates.” Marine Ecology Progress Series 415: 1–9.",ERG,Electrophysiology,,7,,,,
"Jenssen, T.; Swenson, B. 1974 An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards Jenssen, T.; Swenson, B.",y,M,Reptilia,Anole lizards,Anolis auratus,Anolis_auratus,"Anolis auratusÊDaudin, 1802",terrestrial,high,ballistic,Handbook_of_lizards_of_the_world,1.9,amniote,Optomotor,Behavioural,range,41.45,43.5,range of mean values for unique light intensity; total mean: 42.0 Hz,,
"Jenssen, T.; Swenson, B. 1974 An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards Jenssen, T.; Swenson, B.",y,M,Reptilia,Anole lizards,Anolis carolinensis,Anolis_carolinensis,"Anolis carolinensisÊVoigt, 1832",terrestrial,high,ballistic,Handbook_of_lizards_of_the_world,2.455,amniote,Optomotor,Behavioural,range,34.55,36.1,range of mean values for unique light intensity; total mean: 34.5 Hz,,
"Fleishman, L. J.; Marshall, C. J.; Hertz E. H. 1997 Comparative Study of Temporal Response Properties of the Visual System of Three Species of Anoline Lizards Comparative Study of Temporal Response Properties of the Visual System of Three Species of Anoline Lizards Fleishman, L. J.; Marshall, C. J.; Hertz E. H.",y,L,Reptilia,Anole lizards,Anolis cristatellus,Anolis_cristatellus,"Anolis cristatellusÊDumŽril & Bibron, 1837",terrestrial,high,ballistic,Handbook_of_lizards_of_the_world,8.4,amniote,ERG,Electrophysiology,extrapolation,70,70,estimation of CFF (higher than maximum frequency tested) at highest light intensity tested ,,
"Jenssen, T.; Swenson, B. 1974 An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards Jenssen, T.; Swenson, B.",y,M,Reptilia,Anole lizards,Anolis grahami,Anolis_grahami,"Anolis grahamiÊGray, 1845",terrestrial,high,ballistic,Handbook_of_lizards_of_the_world,6.1,amniote,Optomotor,Behavioural,range,34.65,35.9,range of mean values for unique light intensity; total mean: 34.6 Hz,,
"Fleishman, L. J.; Marshall, C. J.; Hertz E. H. 1996 Comparative Study of Temporal Response Properties of the Visual System of Three Species of Anoline Lizards Comparative Study of Temporal Response Properties of the Visual System of Three Species of Anoline Lizards Fleishman, L. J.; Marshall, C. J.; Hertz E. H.",y,L,Reptilia,Anole lizards,Anolis gundlachi,Anolis_gundlachi,"Anolis gundlachiÊPeters, 1877",terrestrial,high,ballistic,Handbook_of_lizards_of_the_world,6.9,amniote,ERG,Electrophysiology,extrapolation,55,55,estimation of CFF (higher than maximum frequency tested) at highest light intensity tested ,,
"Jenssen, T.; Swenson, B. 1974 An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards Jenssen, T.; Swenson, B.",y,M,Reptilia,Anole lizards,Anolis limifrons,Anolis_limifrons,"Anolis limifronsÊCope, 1862",terrestrial,low,ballistic,Handbook_of_lizards_of_the_world,1.685,amniote,Optomotor,Behavioural,range,28.5,29.1,range of mean values for unique light intensity; total mean: 28.4 Hz,,
"Jenssen, T.; Swenson, B. 1974 An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards Jenssen, T.; Swenson, B.",y,E,Reptilia,Anole lizards,Anolis lineatopus neckeri,Anolis_lineatopus,"Anolis lineatopusÊsubsp.ÊneckeriÊGrant, 1940",terrestrial,low,ballistic,Handbook_of_lizards_of_the_world,3.1,amniote,Optomotor,Behavioural,NA,26.1,26.1,individual highest value for unique intensity,,
"Fleishman, L. J.; Marshall, C. J.; Hertz E. H. 1995 Comparative Study of Temporal Response Properties of the Visual System of Three Species of Anoline Lizards Comparative Study of Temporal Response Properties of the Visual System of Three Species of Anoline Lizards Fleishman, L. J.; Marshall, C. J.; Hertz E. H.",y,L,Reptilia,Anole lizards,Anolis pulchellus,Anolis_pulchellus,"Anolis pulchellusÊDumŽril & Bibron, 1837",terrestrial,high,ballistic,Handbook_of_lizards_of_the_world,1.6,amniote,ERG,Electrophysiology,extrapolation,63,63,estimation of CFF (higher than maximum frequency tested) at highest light intensity tested ,,
"Jenssen, T.; Swenson, B. 1974 An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards Jenssen, T.; Swenson, B.",y,M,Reptilia,Anole lizards,Anolis sagrei,Anolis_sagrei,"Anolis sagreiÊDumŽril & Bibron, 1837",terrestrial,high,ballistic,Handbook_of_lizards_of_the_world,4.05,amniote,Optomotor,Behavioural,range,34.9,35,range of mean values for unique light intensity; total mean: 34.4 Hz,,
